"key","en","ja","zh-TW"
"admin.orders.sf_reminder.sf_reminder_download","CYBERBIZ coin will be deducted after downloading the shipping label. If the order has not been shipped in over 21 days (3 weeks), it will be listed as invalid. The CYBERBIZ coin will be refunded to your account after it becomes invalid.","サイバーコインは、送り状ファイルをダウンロードした後に差し引かれます。注文番号が21日（3週間）以上使用（実際の発送）されていない場合は、期限切れとみなされ、注文番号の有効期限が切れた後にサイバーコインがアカウントに返却されます。","下載託運單檔案後即會扣除Cyber幣，如超過21天(3週)未使用單號(實際出貨)，即被認列為單號失效，Cyber幣將於單號失效後退回帳戶。"
"admin.orders.sf_reminder.sf_reminder_holidays","Note: During peak periods of Lunar New Year, an additional 60 dollars will be charged per note, please refer to ","注：繁忙期には追加料金がかかり、春節休暇中はチケット1枚につき60元の追加料金がかかります。","註：繁盛期費用加收，春節假期每票加收60元，詳請可參閱"
"admin.orders.sf_reminder.sf_reminder_holidays_2","S.F.'s announcement","SFエクスプレスのお知らせ内容","順豐公告內容"
"admin.orders.sf_reminder.sf_reminder_holidays_3"," If there are any additional charges in the future, they will be based on the information provided in the announcement. Please refer to their announcement for such information.","今後、その他の追加料金が発生する場合は、告知内容によります。","，如後續有其他加收費用，依公告內容為準。"
"admin.orders.sf_shipping_contract","S.F. Express contract specifications","SF契約仕様","順豐合約規範"
"admin.orders.shipping_contract_warning","Note: Please be reminded to pay special attention to special situations such as special volume, content, and shipping locations (such as outlying islands, remote areas, etc.) and follow the special regulations of the express company for billing and charging.","注意：特別な材料、製品内容、特別な配達場所（離島、遠隔地など）など、価格と料金については物流会社の特別な規制に特に注意してください。","備註：提醒您特別留意，倘遇包括但不限於特殊材積、貨品內容、特殊寄送地點（例如離島、偏遠地區）等，應依物流商之特殊規定計價收費辦理。"
"admin.orders.shopdotcom_orders.admin_panel","<i class='icon-keyboard'></i> Admin Panel","<i class='icon-keyboard'></i> バックステージパネル","<i class='icon-keyboard'></i> 後台面板"
"admin.orders.shopdotcom_orders.cancel","Cancel","キャンセル","取消"
"admin.orders.shopdotcom_orders.confirm_send","Send","送信を確認","確認送出"
"admin.orders.shopdotcom_orders.ezcat_current_points","Current CYBERBIZ coin","現在サイバーコイン","目前Cyber幣"
"admin.orders.shopdotcom_orders.ezcat_download","Download EZCAT shipping label and change status to 'Shipped'","ブラックキャットの送り状をダウンロードし、発送済みに変更します","下載黑貓託運單並更改為已出貨"
"admin.orders.shopdotcom_orders.ezcat_points","CYBERBIZ coin","現在サイバーコイン","目前Cyber幣"
"admin.orders.shopdotcom_orders.ezcat_selected_order","Your selected orders are","選択した注文は","您所選擇的訂單為"
"admin.orders.shopdotcom_orders.ezcat_select_fee","Please select an EZCAT shipping fee","ブラックキャットシッピングを選択してください","請選擇黑貓運費"
"admin.orders.shopdotcom_orders.filter_all","All","全て","所有"
"admin.orders.shopdotcom_orders.filter_all_financial_status","All payment status","すべての支払いステータス","所有付款狀態"
"admin.orders.shopdotcom_orders.filter_all_order_status","All","全て","所有"
"admin.orders.shopdotcom_orders.filter_any_fulfillment_status","Any delivery status","配送状況","任何配送狀態"
"admin.orders.shopdotcom_orders.filter_order_date","Order creation date","注文成立時間","訂單成立時間"
"admin.orders.shopdotcom_orders.filters_html","Display %{order_status} orders with %{financial_status} and %{fulfillment_status}
","%{financial_status} と %{fulfillment_status} の %{order_status} 件の注文を表示しています
","顯示 %{financial_status} 和 %{fulfillment_status} 的 %{order_status} 訂單
"
"admin.orders.shopdotcom_orders.loading_text","Loading data","データの読み取り","讀取資料中"
"admin.orders.shopdotcom_orders.no_record","No matching orders","現在、一致する注文はありません","目前無符合的訂單"
"admin.orders.shopdotcom_orders.order_management","Order Management","注文管理","訂單管理"
"admin.orders.shopdotcom_orders.page_size_select_html","<label class=""inline"">
  Show
  <select id=""page-size-select"">
    %{options}
  </select>
  entries per page
</label>
","<label class=""inline"">
  見せる
  <select id=""page-size-select"">
    %{options}
  </select>
  ペン
</label>
","<label class=""inline"">
  顯示
  <select id=""page-size-select"">
    %{options}
  </select>
  筆
</label>
"
"admin.orders.shopdotcom_orders.pagination_order_search_msg","0 order found","0 件の注文が見つかりました","找到 0筆 訂單"
"admin.orders.shopdotcom_orders.select_close","Complete order","注文終了","結束訂單"
"admin.orders.shopdotcom_orders.select_download","Download shipping label and change status to 'Shipped'","送り状をダウンロードし、「出荷」に変更します。","下載託運單並更改為 '已出貨'"
"admin.orders.shopdotcom_orders.select_open","Open order","オープン注文","開啓訂單"
"admin.orders.shopdotcom_orders.select_option","Select an option","アクションを選択してください...","選擇操作…"
"admin.orders.shopdotcom_orders.select_preparing","Preparing","すぐに発送可能","準備出貨"
"admin.orders.shopdotcom_orders.shopdotcom_order_management","Shop.com Order Management","マーケットアメリカ注文管理","美安訂單管理"
"admin.orders.shopdotcom_orders.td_closed","Completed","事件は解決した","已結案"
"admin.orders.shopdotcom_orders.td_unread","You have unread comments or notes","未読のメッセージまたはメモがあります","您有未讀留言或備註"
"admin.orders.shopdotcom_orders.td_warning","Warning account","アラートアカウント","警示帳戶"
"admin.orders.shopdotcom_orders.th_customer","Customer","お客様","顧客"
"admin.orders.shopdotcom_orders.th_date","Date","日付","日期"
"admin.orders.shopdotcom_orders.th_delivery_date","Delivery date","配送日","配送日期"
"admin.orders.shopdotcom_orders.th_delivery_method","Delivery type","配送方法","配送方式"
"admin.orders.shopdotcom_orders.th_delivery_time","Delivery time","納期","配送時段"
"admin.orders.shopdotcom_orders.th_financial_status","Payment status","支払い状況","付款狀態"
"admin.orders.shopdotcom_orders.th_fulfillment_status","Delivery Status","配送状況","配送狀態"
"admin.orders.shopdotcom_orders.th_note","Note","述べる","備註"
"admin.orders.shopdotcom_orders.th_order","Order","注文","訂單"
"admin.orders.shopdotcom_orders.th_shopdotcom_status","Shop.com order status","マーケットアメリカ注文状況","美安訂單狀態"
"admin.orders.shopdotcom_orders.th_source","Source","ソース","來源"
